table,name,function,definition
migration_people_admission_receipt,people_recovery_write_fence,crm_people_recovery_write_fence,CREATE TRIGGER people_recovery_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_admission_receipt FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_write_fence()
migration_people_admission_result,people_recovery_result_owned,crm_people_recovery_result_owned,CREATE TRIGGER people_recovery_result_owned BEFORE INSERT ON public.migration_people_admission_result FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_result_owned()
migration_people_admission_result,people_recovery_write_fence,crm_people_recovery_write_fence,CREATE TRIGGER people_recovery_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_admission_result FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_write_fence()
migration_people_recovery_candidate,people_recovery_immutable,reject_mutation,CREATE TRIGGER people_recovery_immutable BEFORE DELETE OR UPDATE ON public.migration_people_recovery_candidate FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_recovery_candidate,people_recovery_owned,crm_people_recovery_owned_write,CREATE TRIGGER people_recovery_owned BEFORE INSERT ON public.migration_people_recovery_candidate FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_owned_write()
migration_people_recovery_catalog,people_recovery_catalog_immutable,reject_mutation,CREATE TRIGGER people_recovery_catalog_immutable BEFORE DELETE OR UPDATE ON public.migration_people_recovery_catalog FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_recovery_catalog,people_recovery_catalog_owned,crm_people_recovery_catalog_owned,CREATE TRIGGER people_recovery_catalog_owned BEFORE INSERT ON public.migration_people_recovery_catalog FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_catalog_owned()
migration_people_recovery_choice,people_recovery_immutable,reject_mutation,CREATE TRIGGER people_recovery_immutable BEFORE DELETE OR UPDATE ON public.migration_people_recovery_choice FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_recovery_choice,people_recovery_owned,crm_people_recovery_owned_write,CREATE TRIGGER people_recovery_owned BEFORE INSERT ON public.migration_people_recovery_choice FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_owned_write()
migration_people_recovery_key,people_recovery_immutable,reject_mutation,CREATE TRIGGER people_recovery_immutable BEFORE DELETE OR UPDATE ON public.migration_people_recovery_key FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_recovery_key,people_recovery_owned,crm_people_recovery_owned_write,CREATE TRIGGER people_recovery_owned BEFORE INSERT ON public.migration_people_recovery_key FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_owned_write()
migration_people_recovery_requirement,people_recovery_requirement_immutable,reject_mutation,CREATE TRIGGER people_recovery_requirement_immutable BEFORE DELETE OR UPDATE ON public.migration_people_recovery_requirement FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_refresh,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'root')"
migration_people_refresh_baseline,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_baseline FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_baseline,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_baseline FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'baseline')"
migration_people_refresh_item,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_item FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_item,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_item FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'item')"
migration_people_refresh_mapping_binding,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_people_refresh_mapping_binding FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_refresh_mapping_binding,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_mapping_binding FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_mapping_binding,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_mapping_binding FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'binding')"
migration_people_refresh_mapping_head,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_mapping_head FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_mapping_head,mapping_repair_head,crm_mapping_repair_head_write,CREATE TRIGGER mapping_repair_head BEFORE INSERT OR UPDATE ON public.migration_people_refresh_mapping_head FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_head_write('migration_people_refresh')
migration_people_refresh_plan,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_plan,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'plan')"
migration_people_refresh_repair_candidate,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_people_refresh_repair_candidate FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_refresh_repair_candidate,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_repair_candidate FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_repair_candidate,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_repair_candidate FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'candidate')"
migration_people_refresh_repair_choice,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_people_refresh_repair_choice FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_refresh_repair_choice,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_repair_choice FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_repair_choice,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_repair_choice FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'choice')"
migration_people_refresh_repair_key,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_people_refresh_repair_key FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_refresh_repair_key,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_repair_key FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_result,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_refresh_result FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_people_refresh_result,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_people_refresh_result FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_people_refresh', 'result')"
note,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.note FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
note,mobile_note_record_revision,crm_mobile_note_revision,CREATE TRIGGER mobile_note_record_revision BEFORE UPDATE ON public.note FOR EACH ROW EXECUTE FUNCTION crm_mobile_note_revision()
note,mobile_note_revision,crm_mobile_component_revision,CREATE TRIGGER mobile_note_revision AFTER INSERT OR DELETE OR UPDATE ON public.note FOR EACH ROW EXECUTE FUNCTION crm_mobile_component_revision()
note,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.note FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
operator_proposal,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.operator_proposal FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
operator_task_proposal,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.operator_task_proposal FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
operator_tool_call,operator_tool_call_append_only,reject_mutation,CREATE TRIGGER operator_tool_call_append_only BEFORE DELETE OR UPDATE ON public.operator_tool_call FOR EACH ROW EXECUTE FUNCTION reject_mutation()
operator_tool_call,operator_tool_call_no_truncate,reject_mutation,CREATE TRIGGER operator_tool_call_no_truncate BEFORE TRUNCATE ON public.operator_tool_call FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
operator_turn,operator_turn_append_only,reject_mutation,CREATE TRIGGER operator_turn_append_only BEFORE DELETE OR UPDATE ON public.operator_turn FOR EACH ROW EXECUTE FUNCTION reject_mutation()
operator_turn,operator_turn_no_truncate,reject_mutation,CREATE TRIGGER operator_turn_no_truncate BEFORE TRUNCATE ON public.operator_turn FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
organization,mobile_metadata_catalog_organization,crm_mobile_create_metadata_catalog,CREATE TRIGGER mobile_metadata_catalog_organization AFTER INSERT ON public.organization FOR EACH ROW EXECUTE FUNCTION crm_mobile_create_metadata_catalog()
organization,workspace_organization_guard,crm_workspace_organization_guard,CREATE TRIGGER workspace_organization_guard BEFORE UPDATE ON public.organization FOR EACH ROW EXECUTE FUNCTION crm_workspace_organization_guard()
organization_created,organization_created_append_only,reject_mutation,CREATE TRIGGER organization_created_append_only BEFORE DELETE OR UPDATE ON public.organization_created FOR EACH ROW EXECUTE FUNCTION reject_mutation()
organization_created,organization_created_no_truncate,reject_mutation,CREATE TRIGGER organization_created_no_truncate BEFORE TRUNCATE ON public.organization_created FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
person,admitted_history_person_erasure,crm_admitted_history_person_erasure,CREATE TRIGGER admitted_history_person_erasure BEFORE DELETE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_person_erasure()
person,history_import_person_erasure,crm_history_import_person_erasure,CREATE TRIGGER history_import_person_erasure BEFORE DELETE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_history_import_person_erasure()
person,history_review_person,crm_history_review_person,CREATE TRIGGER history_review_person AFTER INSERT OR UPDATE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_history_review_person()
person,mobile_details_revision,crm_mobile_details_revision,CREATE TRIGGER mobile_details_revision BEFORE UPDATE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_mobile_details_revision()
person,mobile_metadata_person_revision,crm_mobile_metadata_person_revision,CREATE TRIGGER mobile_metadata_person_revision BEFORE UPDATE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_mobile_metadata_person_revision()
person,mobile_person_revision,crm_mobile_person_revision,CREATE TRIGGER mobile_person_revision BEFORE UPDATE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_mobile_person_revision()
person,mobile_stage_revision,crm_mobile_stage_revision,CREATE TRIGGER mobile_stage_revision BEFORE UPDATE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_mobile_stage_revision()
person,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.person FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
person_admitted,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.person_admitted FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
person_admitted,person_admitted_append_only,reject_mutation,CREATE TRIGGER person_admitted_append_only BEFORE DELETE OR UPDATE ON public.person_admitted FOR EACH ROW EXECUTE FUNCTION reject_mutation()
person_admitted,person_admitted_no_truncate,reject_mutation,CREATE TRIGGER person_admitted_no_truncate BEFORE TRUNCATE ON public.person_admitted FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
person_admitted,person_admitted_prepare_history,crm_person_admitted_prepare_history,CREATE TRIGGER person_admitted_prepare_history BEFORE INSERT ON public.person_admitted FOR EACH ROW EXECUTE FUNCTION crm_person_admitted_prepare_history()
person_admitted,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.person_admitted FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
person_admitted_refresh_provenance,person_admitted_refresh_provenance_append_only,reject_mutation,CREATE TRIGGER person_admitted_refresh_provenance_append_only BEFORE DELETE OR UPDATE ON public.person_admitted_refresh_provenance FOR EACH ROW EXECUTE FUNCTION reject_mutation()
person_custom_field_value,history_review_core_rows,crm_history_review_core_rows,CREATE TRIGGER history_review_core_rows AFTER INSERT OR DELETE OR UPDATE ON public.person_custom_field_value FOR EACH ROW EXECUTE FUNCTION crm_history_review_core_rows()
person_custom_field_value,mobile_person_custom_field_value_metadata_revision,crm_mobile_advance_metadata_revision,CREATE TRIGGER mobile_person_custom_field_value_metadata_revision AFTER INSERT OR DELETE OR UPDATE ON public.person_custom_field_value FOR EACH ROW EXECUTE FUNCTION crm_mobile_advance_metadata_revision()
person_custom_field_value,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.person_custom_field_value FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
person_imported,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.person_imported FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
person_imported,person_imported_append_only,reject_mutation,CREATE TRIGGER person_imported_append_only BEFORE DELETE OR UPDATE ON public.person_imported FOR EACH ROW EXECUTE FUNCTION reject_mutation()
person_imported,person_imported_no_truncate,reject_mutation,CREATE TRIGGER person_imported_no_truncate BEFORE TRUNCATE ON public.person_imported FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
person_imported,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.person_imported FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
person_recovered,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.person_recovered FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
person_recovered,person_recovered_append_only,reject_mutation,CREATE TRIGGER person_recovered_append_only BEFORE DELETE OR UPDATE ON public.person_recovered FOR EACH ROW EXECUTE FUNCTION reject_mutation()
person_recovered,person_recovered_no_truncate,reject_mutation,CREATE TRIGGER person_recovered_no_truncate BEFORE TRUNCATE ON public.person_recovered FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
person_recovered,person_recovered_prepare_history,crm_person_recovered_prepare_history,CREATE TRIGGER person_recovered_prepare_history BEFORE INSERT ON public.person_recovered FOR EACH ROW EXECUTE FUNCTION crm_person_recovered_prepare_history()
person_recovered,workspace_mutation_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_mutation_guard BEFORE INSERT OR DELETE OR UPDATE ON public.person_recovered FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
person_tag,history_review_core_rows,crm_history_review_core_rows,CREATE TRIGGER history_review_core_rows AFTER INSERT OR DELETE OR UPDATE ON public.person_tag FOR EACH ROW EXECUTE FUNCTION crm_history_review_core_rows()
person_tag,mobile_person_tag_metadata_revision,crm_mobile_advance_metadata_revision,CREATE TRIGGER mobile_person_tag_metadata_revision AFTER INSERT OR DELETE OR UPDATE ON public.person_tag FOR EACH ROW EXECUTE FUNCTION crm_mobile_advance_metadata_revision()
person_tag,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.person_tag FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
raw_payload,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.raw_payload FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
routing_decision,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.routing_decision FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
routing_decision,routing_decision_append_only,reject_mutation,CREATE TRIGGER routing_decision_append_only BEFORE DELETE OR UPDATE ON public.routing_decision FOR EACH ROW EXECUTE FUNCTION reject_mutation()
routing_decision,routing_decision_no_truncate,reject_mutation,CREATE TRIGGER routing_decision_no_truncate BEFORE TRUNCATE ON public.routing_decision FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
routing_decision,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.routing_decision FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
saved_list,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.saved_list FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
stage,history_review_label,crm_history_review_stage_label,CREATE TRIGGER history_review_label AFTER UPDATE ON public.stage FOR EACH ROW EXECUTE FUNCTION crm_history_review_stage_label()
stage,mobile_stage_catalog_revision,crm_mobile_advance_stage_catalog_revision,CREATE TRIGGER mobile_stage_catalog_revision AFTER INSERT OR DELETE OR UPDATE ON public.stage FOR EACH ROW EXECUTE FUNCTION crm_mobile_advance_stage_catalog_revision()
stage,mobile_stage_label,crm_mobile_label_revision,CREATE TRIGGER mobile_stage_label AFTER UPDATE ON public.stage FOR EACH ROW EXECUTE FUNCTION crm_mobile_label_revision()
stage,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.stage FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
stage_changed,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.stage_changed FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
stage_changed,stage_changed_append_only,reject_mutation,CREATE TRIGGER stage_changed_append_only BEFORE DELETE OR UPDATE ON public.stage_changed FOR EACH ROW EXECUTE FUNCTION reject_mutation()
stage_changed,stage_changed_no_truncate,reject_mutation,CREATE TRIGGER stage_changed_no_truncate BEFORE TRUNCATE ON public.stage_changed FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
stage_changed,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.stage_changed FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
tag,history_review_label,crm_history_review_tag_label,CREATE TRIGGER history_review_label AFTER UPDATE ON public.tag FOR EACH ROW EXECUTE FUNCTION crm_history_review_tag_label()
tag,mobile_tag_catalog_revision,crm_mobile_advance_metadata_catalog_revision,CREATE TRIGGER mobile_tag_catalog_revision AFTER INSERT OR DELETE OR UPDATE ON public.tag FOR EACH ROW EXECUTE FUNCTION crm_mobile_advance_metadata_catalog_revision()
tag,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.tag FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
task,history_review_rows,crm_history_review_rows,CREATE TRIGGER history_review_rows AFTER INSERT OR DELETE OR UPDATE ON public.task FOR EACH ROW EXECUTE FUNCTION crm_history_review_rows()
task,mobile_task_person_revision,crm_mobile_component_revision,CREATE TRIGGER mobile_task_person_revision AFTER INSERT OR DELETE OR UPDATE ON public.task FOR EACH ROW EXECUTE FUNCTION crm_mobile_component_revision()
task,mobile_task_revision,crm_mobile_task_revision,CREATE TRIGGER mobile_task_revision BEFORE UPDATE ON public.task FOR EACH ROW EXECUTE FUNCTION crm_mobile_task_revision()
task,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.task FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
today_feed_changed,today_feed_changed_append_only,reject_mutation,CREATE TRIGGER today_feed_changed_append_only BEFORE DELETE OR UPDATE ON public.today_feed_changed FOR EACH ROW EXECUTE FUNCTION reject_mutation()
today_feed_changed,today_feed_changed_no_truncate,reject_mutation,CREATE TRIGGER today_feed_changed_no_truncate BEFORE TRUNCATE ON public.today_feed_changed FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
today_feed_changed,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.today_feed_changed FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
today_system_feed,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.today_system_feed FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
today_work_source,workspace_write_guard,crm_workspace_mutation_guard,CREATE TRIGGER workspace_write_guard BEFORE INSERT OR DELETE OR UPDATE ON public.today_work_source FOR EACH ROW EXECUTE FUNCTION crm_workspace_mutation_guard()
